>> aali hupatikana kwa ghali. --	whatever is superior is found at great price. advice given to youth.
>> ukulivu huvuta ufukara. --	negligence leads to poverty. being tired and being lazy are correlated. ukulivu: being tired, being overwhelmed.
>> ukungiao jichoni huujui. --	what goes into your eye is not visible to you. what comes into your eyesight is not [necessarily] known to you. ukungiao for ukuingiao, what enters you.
>> ukuni mbaya haufichiki. --	a bad piece of firewood cannot be hidden. it will not burn and will produce a lot of smoke.
>> ukuni mmoja hauwaki mekoni. --	one piece of wood does not burn brightly in the kitchen.
>> ukupigao ndiwo ukufunzao. --	what beats you is what teaches you. the misfortune that strikes you teaches you. ukupigao + ukufunzao, the u and o refer to the noun msiba (misfortune), that is understood.
>> ukusuta hata uwe mjini, uko peke yako, tajiri hata porini anafuatwa. --	if you are penniless you are alone even in a town, but a rich man is followed even into the wilds.
>> ukuti kukazana ni kumbi. --	the branches of a coconut tree squeezed together make a roof. ukuti : leaf, branch of the coconut tree. kumbi : "the plaited coconut leaves used for thatching the cottages"
>> ukuukuu wa kamba si upya wa mkano. --	an old rope is not so good as a new tendon. mkano or mshipa: a tendon.
>> ukuukuu wa kamba si upya wa ukambaa. --	a well-worn coir-rope is better than a new rope made from raffia. stay with proven things or people. new things are not always better. an old friend is preferable to a new one. si: often in proverbs expresses a preference; not to be confused with the negative copula si : it is not.
>> ukuu si pembe kama mtu ataota. --	greatness is not a horn that grows on the head of somebody. it must be earned.
>> ukweli hauna mwanandani. --	the truth has no hiding place. truth will come out in the open. mwanandani: the empty space in the side wall of a grave, where the corpse is laid. then the space is covered by a kiunza, a wooden board, so that the corpse will not be oppressed by the soil put in the grave.
>> ukweli hauna njia moja. --	the truth does not have only one way. the truth can be told in many ways.
>> ukweli huishi muda mrefu. --	truth lives for a long time.
>> ukweli ni kisu chenye ukali pande mbili. --	truth is like a two-edged knife. truth can be hard for both parties.
>> ukweli uchungu, lakini wa mungu. --	truth [causes] bitterness, but it [comes] from god.
>> ukweli ukidhihiri uwonge kajisetiri. --	when the truth appears, untruth hides itself.
>> ukweli utawapeni uhuru --	the truth will set you free.
>> ukwe ni jalala. --	inlaws are like a refuse dump. marriage is costly. the inlaws are always asking for supplements to the brideprice.
>> ulacho ndicho chako, kilichobaki ni cha mchimba lindi. --	[only] what you eat is yours, the rest belongs to the grave-digger. understood: the heir. do not deny others the things you can't use. this is used in order to make the guest eat more
>> ulacho ndicho unukiacho. --	you smell according to what you ate. people know you by the friends you stay with.
>> ulalapo ndipo uamkiapo. --	where you lie down there you will get up.
>> ulapo ndipo penye fadhili yako. --	where you eat there is your commitment. you are bound/obligated to those who feed you.
>> ulichojaliwa hakipunguziki; wala hawawezi; kukuongezea. --	what has been destined for you; cannot be reduced; nor can people; increase it.
>> ulichokula ndicho ununuacho. --	what you ate is what you bought. things freely given to you have to be paid for. free gifts are often given to bind the benefactor to the donor. jihadhari na vya bure, beware of free things.
>> ulichopanda ule, hata hukusugua mkono wake. --	eat what you planted, even if you have not scrubbed your hand. your good right to enjoy the fruit of your labor in any circumstances.
>> ulimbwende una ungwana. --	finery asks for class. finery needs taste and money.
>> ulimi hauchumi. --	the tongue makes no profit. talking is of no use.
>> ulimi hauna dawa. --	the tongue has no remedy. wounds inflicted by the tongue are incurable.
>> ulimi hauna mfupa. --	a tongue has no bone. is unreliable. word and deed are two.
>> ulimi huelekea penye jino bovu. --	the tongue ever returns to the bad tooth. a good person tries to help the one in trouble. the bad tooth hurts. the tongue tries to still the pain.
>> ulimi hujiganga wenyewe. --	the tongue cures itself. you cannot put medicine on the tongue.
>> ulimi huponza mwili. --	the tongue endangers the body. by provoking fights.
>> ulimi mchongea kichwa. --	the tongue betrays the head. puts the head in trouble.
>> ulimi mtamu humwondoa tembo shambani. --	sweet language makes the elephant leave the plantation. gentle coaxing often removes a danger.
>> ulimi mtoa uwongo hauvumilii: una machukizo kwa mungu. --	a lying tongue has no patience; it bears god a grudge. one accuses god of the harm caused by one's own lies. a lying tongue is unbearable; is hated by god.
>> ulimi ukuchome kwa chakula, sio kwa maneno. --	food should burn your tongue, but not words. it's better to be hurt than hurt others.
>> ulimi umewekewa ngoma ya miamba. --	the tongue is surrounded by a stone fort. the tongue should be guarded within the wall of teeth.
>> ulimi unauma kuliko meno. --	the tongue hurts more than the teeth.
>> ulimu unabaki katikati ya meno. --	the tongue stays in the middle of the teeth. we are surrounded by enemies. be careful of what we say.
>> ulimwengu hauna siri. --	the world has no secrets. people do not keep secrets.
>> ulimwengu kigeugeu leo ulale katikati, kesho kando. --	the world is fickle, today you may sleep in the middle, and tomorrow on the edge.
>> ulimwengu ni dhaifu, siumboneni, ni cheche. --	the world is a weak thing, don't take it into consideration, it is like a spark.
>> ulimwenguni hakuna viwili vipendanao. --	in the world there are not two things that [really] love each other.
>> ulimwengu ni jivu. --	the world is ashes.
>> ulimwengu ni maneno, ukiyafuata utapotea. --	the world is like empty words, if you pursue them you'll be lost. one must have solid principles.
>> ulimwengu ni mema na mabaya pamoja. --	the world is full of good and bad things together.
>> ulimwengu ni muovu, mtu hajetei nao. --	the world is evil, one should not depend on it. for more of the same, see proverbs in this section beginning with dunia.
>> ulimwengu ni ngwe mbovu, mtu hajetei nao. --	the world is like rotten rope: no person trusts it.
>> ulimwengu ni shule ya wajinga. --	the world is a school for fools.
>> ulimwengu shujaa na dunia hadaa. --	the things of the world go to the brave, the earth deceives.
>> ulimwengu umemshinda kaa, endaye upande upande. --	the world is too much for the crab, it goes sideways. there is no need to enter all kinds of dangers blindly, just for the sake of showing off. the world has even defeated the crab which moves sideways, i.e., moving with glamor and exultation of a proud creature.
>> ulimwengu una tata, siikuwe; ambao wamkamata, simtoe. --	the world is full of problems, don't be proud; the one you have, don't let her go. "it's better to keep a wife than to take a mistress." siikuwe for usijikuze.
>> ulingo wa kwae haulindi manda. --	a platform [for a watchman in charge of crops] of the village kwae, does not protect the village of manda. kwae and manda are (old) villages of lamu.
>> uliomkaridhia, mpe muhula akija. --	the one to whom you lent [money], give respite when that person comes. uliomkiridhia or uliomkaridhia. muhula, space of time, period, interval.
>> ulipendalo hupati hupata ujaliwalo. --	 what you desire you do not get [always]; you get what is ordained for you. 
>> ulipoficha kisukari, usilie ngawa. --	when you have hidden the sweet sugar banana, don't call the civet-cat. don't invite a thief. probably the end of a story in which the civet eats the banana.
>> ulipopata hazina, usichimbie mchana. --	if you have a treasure, do not dig it up by daytime. beware of jealousy.
>> ulipopika samaki huachi kunuka vumba. --	when you have cooked a fish you will smell fishy.
>> ulipo si kitu, unachofanya hapo ndicho muhimu. --	it's not where you are, but what you do there that matters. it is not important at what level of responsibility you work, but how you conduct your life.
>> ulishapo kilabu, utaona taabu. --	if you feed dogs, you will have trouble. if you do evil you'll suffer the consequences. kilabu, arabic for dog, is used here instead of the standard swahili word mbwa, to make it rhyme with taabu.
>> ulivyoligema utalinywa. --	as you tapped it [the palm wine] so you drink it. if you do a thing well, you'll enjoy it. gema, make incisions in the tree to get the sap.
>> uliye mkopo mrudishie, hakujaza. --	give back to the one you borrowed from, the lender does not give you more.
>> umande haukosi mtu. --	dew misses nobody. work and burdens should be shared equally by all. this is also said when somebody asks for special favors.
>> umande hauogopi shemeji. --	the brother or sister in-law is not afraid of the morning dew. a determined person overcomes difficulties. in certain circumstances one breaks rules.
>> umaskini hauna huruma. --	poverty has no mercy. it is hard to be poor and hard not to be able to help others.
>> umdhaniaye ndiye, siye. --	you think that it is someone, but it is not.
>> umeacha mavi, washika mikojo. --	you stopped touching dung for touching urine. you left one bad thing for something worse.
>> umechelewa, mchana si alfajiri. --	you are late, midday is not dawn.
>> umegeuka kitatange, wachungia wenzio demani? --	have you become a kitatange taking care of your companion in the basket?
>> umeingiwa mti. --	the tree has been overtaken. a powerful person is sick.
